Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
M,50,2603.89,Low,Working,Drivers,Semi-Urban,32142.67,257.67,N,N,1.0,612.45,0,Inactive,828,2603.89,3,Rural,1,58305.86,0.0
F,64,4302.92,Low,Working,Drivers,Semi-Urban,151802.2,755.5,Y,Y,2.0,656.56,0,Active,81,4302.92,2,Rural,1,260284.53,106261.54
M,22,2027.86,Low,Working,Laborers,Urban,93899.19,458.14,N,N,2.0,675.39,1,Inactive,326,2027.86,3,Urban,1,113674.1,61034.47
M,55,1645.04,Low,State servant,Cooking staff,Semi-Urban,27654.32,132.29,N,Y,2.0,661.01,0,Active,562,1645.04,3,Semi-Urban,1,31055.49,19358.02
M,21,1372.97,Low,Working,Sales staff,Semi-Urban,26493.92,139.04,N,N,2.0,672.38,0,Active,507,1372.97,4,Rural,1,35649.33,0.0
M,56,988.11,Low,Commercial associate,Sales staff,Semi-Urban,37449.42,247.52,N,Y,2.0,669.24,0,Inactive,591,988.11,2,Semi-Urban,1,43507.3,24342.12
M,64,1717.36,Low,Commercial associate,Core staff,Rural,17315.86,107.91,N,Y,2.0,681.54,0,Active,151,1717.36,3,Urban,1,24256.94,11255.31
F,42,5014.2,Low,Commercial associate,Core staff,Semi-Urban,309950.54,1021.51,N,Y,2.0,735.63,0,Unpossessed,472,5014.2,3,Rural,0,505271.01,0.0
M,47,1000.89,Low,Commercial associate,Cooking staff,Semi-Urban,36000.48,306.14,N,Y,3.0,846.59,0,Active,226,1000.89,2,Urban,-999,49229.09,25200.34
M,18,1648.97,Low,State servant,Core staff,Semi-Urban,20695.39,207.68,N,N,4.0,745.15,0,Inactive,652,1648.97,3,Rural,1,22823.01,14486.77
F,34,2998.99,Low,Commercial associate,Managers,Semi-Urban,74897.02,402.39,N,Y,2.0,748.69,0,Active,421,2998.99,4,Semi-Urban,1,95010.82,48683.06
M,20,3053.89,Low,Working,Accountants,Semi-Urban,84257.65,328.87,Y,N,3.0,748.99,0,Unpossessed,511,3053.89,3,Urban,1,97301.92,54767.47
M,30,2964.94,Low,Commercial associate,Low-skill Laborers,Rural,43117.75,158.9,N,Y,2.0,751.3,0,Inactive,129,2964.94,4,Semi-Urban,0,80762.3,0.0
M,61,1534.26,Low,State servant,Core staff,Rural,93376.51,357.28,N,Y,2.0,799.84,1,Unpossessed,944,1534.26,3,Rural,1,165774.77,0.0
M,23,4639.33,Low,Working,Laborers,Rural,44666.26,185.04,Y,Y,4.0,616.33,0,Active,45,4639.33,3,Urban,1,56017.16,0.0
F,18,3628.7,Low,Working,Laborers,Semi-Urban,113226.49,424.19,Y,Y,2.0,733.32,0,Active,733,3628.7,3,Rural,1,140671.15,73597.22
F,57,2519.75,Low,Commercial associate,Laborers,Semi-Urban,64336.59,287.8,N,N,1.0,652.04,0,Unpossessed,585,2519.75,1,Urban,1,92549.88,0.0
M,18,1582.04,Low,Working,Sales staff,Semi-Urban,81987.25,285.18,N,N,2.0,763.06,0,Active,328,1582.04,4,Urban,1,149129.59,57391.08
M,24,2104.79,Low,Commercial associate,Sales staff,Semi-Urban,46957.73,427.22,N,N,2.0,670.65,0,Inactive,395,2104.79,4,Rural,1,80455.22,30522.52
F,22,3057.42,Low,State servant,Core staff,Semi-Urban,146472.49,533.19,Y,N,2.0,652.36,0,Unpossessed,435,3057.42,2,Rural,1,204005.25,0.0
M,23,2241.45,Low,Commercial associate,Security staff,Rural,44590.79,313.71,N,Y,4.0,683.57,0,Inactive,460,2241.45,4,Rural,1,50058.89,28984.01
M,44,3873.02,Low,Commercial associate,Sales staff,Semi-Urban,100909.63,527.82,Y,N,2.0,713.37,0,Unpossessed,913,3873.02,4,Rural,1,157316.84,70636.74
M,32,1005.3,Low,Working,Sales staff,Semi-Urban,73526.45,396.87,Y,Y,2.0,760.43,0,Active,618,1005.3,2,Urban,-999,106702.31,55144.84
M,55,3006.92,Low,Working,Laborers,Semi-Urban,85212.91,506.88,Y,Y,2.0,796.12,0,Inactive,787,3006.92,2,Semi-Urban,1,155260.28,0.0
F,46,2446.89,Low,Working,Laborers,Semi-Urban,26829.87,140.13,Y,Y,2.0,637.56,0,Inactive,792,2446.89,4,Rural,1,44477.47,0.0
F,41,4642.99,Low,Commercial associate,Managers,Semi-Urban,124854.55,609.46,Y,Y,2.0,703.75,0,Active,479,4642.99,4,Semi-Urban,1,178034.48,81155.46
M,18,787.89,Low,Working,Sales staff,Semi-Urban,109970.71,376.01,N,Y,2.0,799.89,0,Inactive,781,787.89,1,Semi-Urban,1,189337.13,-999.0
F,63,2768.79,Low,Commercial associate,Core staff,Semi-Urban,73280.91,332.88,N,Y,2.0,698.15,0,Unpossessed,493,2768.79,3,Rural,1,99468.19,51296.64
F,18,2221.99,Low,State servant,Core staff,Semi-Urban,74467.73,736.91,Y,Y,4.0,782.86,1,Active,405,2221.99,4,Rural,1,98089.12,59574.18
F,28,1098.47,Low,State servant,Core staff,Rural,35271.45,193.95,N,N,4.0,722.53,0,Active,907,1098.47,1,Rural,1,62197.64,24690.01
F,32,956.32,Low,Commercial associate,Laborers,Rural,38582.08,198.69,N,Y,2.0,738.02,0,Unpossessed,623,956.32,2,Rural,1,51827.52,25078.35
F,28,1622.32,Low,Working,Laborers,Semi-Urban,38969.12,205.9,Y,Y,2.0,750.85,0,Unpossessed,365,1622.32,3,Semi-Urban,1,59003.47,29226.84
M,58,1211.67,Low,Working,Cooking staff,Semi-Urban,21549.08,245.63,N,Y,4.0,856.58,0,Inactive,842,1211.67,4,Rural,1,28676.08,19394.17
F,55,1292.7,Low,Working,Medicine staff,Semi-Urban,33387.1,345.46,Y,N,4.0,772.11,1,Inactive,995,1292.7,1,Semi-Urban,0,50539.23,0.0
F,57,2418.69,Low,Commercial associate,Laborers,Urban,37449.37,252.96,N,N,2.0,648.94,0,Inactive,145,2418.69,1,Semi-Urban,0,51003.58,0.0
F,48,2384.71,Low,State servant,Cooking staff,Urban,53733.54,581.82,N,Y,1.0,710.88,0,Unpossessed,543,2384.71,2,Semi-Urban,1,60540.64,37613.48
F,64,4594.24,Low,Commercial associate,Managers,Semi-Urban,75046.92,415.73,Y,Y,2.0,803.71,0,Inactive,106,4594.24,3,Urban,1,91998.25,52532.84
M,24,1993.66,Low,Working,Private service staff,Semi-Urban,121521.45,380.27,N,Y,1.0,846.89,1,Unpossessed,878,1993.66,3,Urban,1,-999.0,91141.09
F,48,2239.22,Low,Working,Core staff,Semi-Urban,64530.68,350.58,Y,N,4.0,716.22,1,Unpossessed,635,2239.22,2,Rural,1,117682.6,41944.94
M,29,1235.15,Low,State servant,Medicine staff,Rural,132259.9,399.01,N,Y,2.0,659.98,0,Unpossessed,693,1235.15,1,Semi-Urban,1,154625.37,92581.93
F,32,1319.22,Low,State servant,Core staff,Rural,53338.13,274.65,N,N,2.0,712.6,0,Inactive,840,1319.22,1,Rural,1,93522.14,0.0
M,52,3356.82,Low,Commercial associate,Waiters/barmen staff,Rural,61497.48,655.06,N,N,2.0,717.45,1,Inactive,231,3356.82,2,Rural,0,82936.69,0.0
F,62,1369.46,Low,Working,Drivers,Semi-Urban,96173.69,469.56,Y,N,3.0,632.17,0,Inactive,396,1369.46,2,Semi-Urban,1,182450.16,0.0
M,31,2156.45,Low,Working,Laborers,Semi-Urban,38007.71,191.06,N,Y,1.0,649.58,0,Unpossessed,748,2156.45,4,Semi-Urban,0,70395.24,0.0
F,34,983.08,Low,Working,Drivers,Rural,90980.28,498.55,Y,Y,4.0,686.92,0,Inactive,653,983.08,1,Urban,1,128580.46,59137.18
F,18,3190.59,Low,Working,Sales staff,Rural,58926.62,248.49,N,N,3.0,618.21,0,Active,881,3190.59,3,Rural,1,95500.81,0.0
M,41,3362.56,Low,Working,Laborers,Semi-Urban,187085.32,793.9,Y,Y,2.0,803.95,0,Unpossessed,649,3362.56,2,Semi-Urban,1,249257.0,0.0
M,42,3370.39,Low,Working,Laborers,Semi-Urban,13127.54,139.45,N,Y,3.0,686.84,0,Inactive,870,3370.39,4,Semi-Urban,1,20316.81,8532.9
F,58,1589.25,Low,Working,Core staff,Semi-Urban,115554.9,506.26,N,Y,2.0,866.79,0,Inactive,12,1589.25,4,Rural,1,189732.2,92443.92
M,64,2182.46,Low,Working,Sales staff,Semi-Urban,27834.86,136.32,N,Y,2.0,616.21,0,Active,656,2182.46,2,Rural,1,39116.09,0.0
M,32,1303.94,Low,Working,Medicine staff,Rural,82129.48,450.42,N,N,2.0,640.18,0,Inactive,390,1303.94,1,Rural,1,141369.39,0.0
M,18,2415.44,Low,State servant,Drivers,Semi-Urban,70870.86,670.52,Y,N,4.0,678.72,0,Active,870,2415.44,4,Semi-Urban,1,111734.22,49609.6
F,22,1252.3,Low,Working,High skill tech staff,Semi-Urban,21215.75,107.71,N,Y,4.0,740.43,0,Unpossessed,572,1252.3,1,Urban,1,35867.88,13790.24
F,32,2528.69,Low,Working,Laborers,Semi-Urban,144472.34,610.59,N,Y,5.0,830.63,0,Unpossessed,356,2528.69,4,Semi-Urban,1,207974.17,108354.26
F,22,6200.86,Low,State servant,Core staff,Semi-Urban,196493.48,653.06,N,N,2.0,805.68,0,Inactive,878,6200.86,3,Urban,1,259646.28,0.0
F,35,2272.89,Low,Working,High skill tech staff,Rural,73686.76,361.19,N,Y,1.0,671.8,0,Inactive,148,2272.89,1,Urban,0,92847.89,0.0
M,39,1661.14,Low,Working,Sales staff,Semi-Urban,39322.2,190.3,N,Y,2.0,807.93,0,Inactive,867,1661.14,1,Urban,1,73044.07,27525.54
F,41,1858.17,Low,Working,Sales staff,Rural,21747.7,213.22,N,N,3.0,764.66,1,Inactive,202,1858.17,4,Urban,1,29331.56,15223.39
F,36,3162.98,Low,Working,Core staff,Semi-Urban,84519.49,670.59,Y,Y,3.0,619.64,0,Unpossessed,199,3162.98,2,Rural,1,149738.58,0.0
M,42,4165.59,Low,Working,Sales staff,Rural,41109.6,192.38,N,Y,2.0,838.75,0,Inactive,500,4165.59,4,Urban,1,76952.71,28776.72
M,36,1747.63,Low,Working,Sales staff,Rural,35221.56,401.38,N,Y,3.0,708.18,0,Inactive,462,1747.63,3,Semi-Urban,1,44451.57,0.0
F,18,1448.85,Low,Working,Laborers,Urban,113186.89,405.17,N,Y,2.0,709.32,0,Inactive,311,1448.85,4,Semi-Urban,1,194928.13,73571.48
M,20,1519.88,Low,State servant,Sales staff,Rural,82182.05,345.15,N,N,1.0,763.98,1,Active,615,1519.88,4,Urban,1,155811.87,57527.44
M,18,3526.96,Low,Working,Laborers,Semi-Urban,20015.21,155.34,N,Y,1.0,651.04,0,Unpossessed,239,3526.96,4,Rural,1,33131.28,14010.65
M,34,3557.75,Low,Commercial associate,Security staff,Semi-Urban,113329.31,508.47,Y,N,2.0,825.66,0,Unpossessed,110,3557.75,2,Semi-Urban,1,159883.27,84996.98
M,38,1646.96,Low,Working,Laborers,Semi-Urban,70427.02,452.52,N,N,1.0,601.65,0,Active,272,1646.96,2,Urban,1,93825.36,0.0
M,18,3144.52,Low,Working,Laborers,Semi-Urban,27409.0,135.46,Y,N,2.0,619.53,1,Inactive,556,3144.52,1,Urban,1,42345.9,-999.0
F,32,2535.29,Low,Commercial associate,Private service staff,Urban,113360.38,532.73,N,Y,2.0,689.09,0,Active,83,2535.29,3,Rural,1,149008.94,73684.25
M,18,4236.56,Low,Working,Managers,Urban,71733.14,607.64,Y,N,2.0,800.74,0,Unpossessed,22,4236.56,1,Rural,1,92991.53,0.0
F,18,2774.46,Low,Working,Laborers,Rural,63943.51,326.97,Y,Y,5.0,741.37,0,Inactive,932,2774.46,2,Urban,1,118933.27,41563.28
M,54,3737.66,Low,State servant,Secretaries,Urban,133847.41,695.96,N,Y,2.0,669.35,0,Unpossessed,865,3737.66,1,Semi-Urban,1,244650.47,87000.82
F,56,1230.35,Low,Commercial associate,Sales staff,Semi-Urban,41990.28,211.11,N,Y,2.0,677.38,0,Inactive,27,1230.35,4,Semi-Urban,1,56727.71,27293.68
F,33,3154.7,Low,Working,Core staff,Urban,135381.89,394.82,N,Y,1.0,845.91,1,Active,44,3154.7,1,Urban,1,212800.84,94767.32
M,27,1269.21,Low,Working,Waiters/barmen staff,Semi-Urban,90033.77,282.66,N,Y,1.0,836.79,0,Unpossessed,133,1269.21,2,Semi-Urban,1,110429.87,72027.02
F,18,4315.3,Low,Working,Laborers,Rural,226718.73,630.93,Y,N,2.0,728.96,0,Inactive,952,4315.3,4,Rural,1,394080.97,0.0
M,40,1565.3,Low,Working,Core staff,Semi-Urban,37536.69,197.15,N,Y,3.0,760.49,0,Active,111,1565.3,3,Urban,1,45333.72,0.0
F,39,2066.15,Low,Working,Security staff,Semi-Urban,133581.91,400.73,Y,Y,3.0,612.49,0,Inactive,188,2066.15,3,Semi-Urban,1,231214.82,0.0
M,24,1776.03,Low,Commercial associate,Laborers,Urban,58444.76,296.46,N,N,2.0,698.36,0,Active,520,1776.03,2,Semi-Urban,1,72962.97,37989.09
M,30,3336.57,Low,Commercial associate,Managers,Semi-Urban,105379.53,520.11,Y,Y,3.0,667.91,0,Active,378,3336.57,2,Rural,1,168834.25,73765.67
F,18,4893.94,Low,Commercial associate,Managers,Semi-Urban,104629.46,640.76,N,N,2.0,838.6,0,Active,951,4893.94,1,Semi-Urban,0,149035.45,0.0
F,39,1733.61,Low,Commercial associate,Sales staff,Semi-Urban,84137.45,370.9,N,Y,2.0,742.86,0,Unpossessed,751,1733.61,3,Urban,0,155734.4,0.0
M,28,3979.32,Low,Commercial associate,High skill tech staff,Semi-Urban,50042.67,237.25,Y,Y,2.0,832.9,0,Inactive,88,3979.32,1,Semi-Urban,0,72592.99,0.0
M,57,4023.23,Low,Commercial associate,High skill tech staff,Rural,114672.08,551.66,Y,N,2.0,678.53,0,Unpossessed,844,4023.23,4,Rural,0,176624.52,0.0
M,25,6533.86,Low,Commercial associate,Managers,Semi-Urban,151633.75,708.3,N,Y,2.0,808.41,0,Unpossessed,396,6533.86,2,Semi-Urban,1,201990.33,113725.31
F,28,5060.02,Low,Working,Sales staff,Semi-Urban,141831.7,419.27,Y,Y,4.0,630.63,0,Inactive,470,5060.02,3,Rural,1,179195.57,0.0
F,18,3278.17,Low,Working,Low-skill Laborers,Rural,99084.58,472.13,Y,Y,3.0,589.5,0,Inactive,45,3278.17,3,Urban,0,113603.18,0.0
M,58,6218.01,Low,Working,Laborers,Semi-Urban,131317.93,631.72,Y,N,2.0,741.22,0,Unpossessed,790,6218.01,3,Rural,1,168901.01,91922.55
M,18,3021.58,Low,Working,Laborers,Semi-Urban,21568.73,253.05,Y,Y,2.0,696.28,0,Active,336,3021.58,1,Semi-Urban,1,40534.85,14019.67
F,33,1240.23,Low,Working,Cleaning staff,Semi-Urban,120904.26,532.15,N,Y,2.0,694.82,0,Inactive,819,1240.23,1,Urban,1,167070.45,84632.98
M,43,1700.15,Low,Working,Accountants,Urban,81520.73,472.41,N,N,2.0,818.8,0,Inactive,743,1700.15,2,Rural,0,151330.32,0.0
M,49,1179.54,Low,Commercial associate,High skill tech staff,Semi-Urban,113595.1,437.88,N,Y,2.0,810.52,0,Inactive,498,1179.54,2,Semi-Urban,1,161316.72,85196.33
F,32,1752.44,Low,Commercial associate,Laborers,Semi-Urban,53230.53,288.51,N,N,2.0,643.17,0,Inactive,419,1752.44,2,Semi-Urban,1,77489.23,-999.0
M,43,2067.35,Low,Working,Laborers,Semi-Urban,102077.66,778.42,N,Y,3.0,660.65,0,Active,116,2067.35,3,Semi-Urban,1,133820.84,66350.48
M,23,10397.48,Low,Working,Managers,Semi-Urban,162773.95,892.99,Y,N,1.0,772.52,1,Active,84,10397.48,1,Semi-Urban,1,275919.8,130219.16
M,30,1237.25,Low,Working,Security staff,Semi-Urban,42290.83,331.21,N,N,1.0,623.53,0,Active,602,1237.25,4,Semi-Urban,1,59754.75,0.0
F,53,2235.94,Low,Commercial associate,Core staff,Urban,185351.13,530.35,N,Y,5.0,760.82,0,Active,964,2235.94,3,Rural,1,352093.63,-999.0
F,39,6062.92,Low,Commercial associate,Laborers,Semi-Urban,108212.41,530.34,Y,Y,2.0,584.49,1,Unpossessed,761,6062.92,1,Urban,0,152596.79,0.0
F,64,5239.53,Low,Working,Managers,Urban,62512.88,452.39,Y,N,2.0,629.8,1,Unpossessed,524,5239.53,1,Semi-Urban,1,90380.06,0.0
F,23,3653.46,Low,Commercial associate,Laborers,Semi-Urban,191380.58,591.78,N,N,4.0,678.87,1,Inactive,290,3653.46,2,Semi-Urban,1,273087.84,0.0
M,49,3958.87,Low,Working,Managers,Semi-Urban,30363.38,177.5,Y,Y,4.0,722.94,0,Active,876,3958.87,2,Urban,1,37034.44,21254.37
F,37,5642.26,Low,Working,Laborers,Semi-Urban,174403.64,480.99,Y,Y,2.0,684.77,0,Active,765,5642.26,3,Urban,0,249201.9,0.0
M,18,2130.72,Low,Working,Laborers,Semi-Urban,45904.65,234.01,Y,N,3.0,718.42,0,Unpossessed,726,2130.72,3,Urban,1,65215.63,29838.02
F,50,1517.91,Low,Working,Laborers,Semi-Urban,43455.62,236.51,Y,Y,1.0,778.89,0,Active,103,1517.91,4,Semi-Urban,1,63849.95,32591.72
M,49,2041.66,Low,Working,Drivers,Semi-Urban,58989.99,343.51,Y,Y,2.0,775.13,1,Inactive,288,2041.66,4,Semi-Urban,1,80816.99,41292.99
M,64,1588.01,Low,Working,Drivers,Semi-Urban,25454.25,124.0,N,Y,3.0,733.17,0,Inactive,620,1588.01,4,Rural,1,35446.09,17817.97
F,18,3948.27,Low,Working,Managers,Urban,257532.59,665.26,Y,Y,3.0,866.47,0,Active,176,3948.27,3,Rural,1,428407.45,193149.44
F,58,1950.04,Low,Commercial associate,Sales staff,Semi-Urban,79795.43,250.7,Y,Y,2.0,773.33,0,Inactive,695,1950.04,1,Urban,1,137338.68,63836.34
F,42,5003.7,Low,Working,Managers,Rural,169619.76,670.86,N,N,1.0,642.54,0,Inactive,133,5003.7,2,Semi-Urban,1,225567.92,-999.0
M,25,1266.77,Low,Working,Laborers,Semi-Urban,26732.88,314.59,N,N,2.0,687.99,0,Inactive,335,1266.77,2,Urban,1,34298.59,17376.37
M,62,2687.43,Low,Working,Sales staff,Semi-Urban,97583.15,322.07,N,Y,2.0,648.17,0,Unpossessed,18,2687.43,3,Semi-Urban,1,108728.14,0.0
F,38,5188.32,Low,Working,Sales staff,Semi-Urban,95616.81,647.7,Y,Y,1.0,747.77,0,Inactive,859,5188.32,3,Rural,1,148697.42,62150.93
M,52,4677.72,Low,Working,Accountants,Semi-Urban,53063.19,458.64,Y,Y,3.0,803.73,1,Unpossessed,659,4677.72,2,Urban,1,81513.19,37144.23
F,28,2123.52,Low,Working,Core staff,Semi-Urban,157219.51,643.46,N,Y,5.0,741.78,0,Unpossessed,523,2123.52,3,Urban,0,283112.46,0.0
F,45,3992.55,Low,State servant,High skill tech staff,Urban,102437.48,524.23,Y,Y,3.0,795.14,1,Active,518,3992.55,1,Semi-Urban,1,180862.23,81949.98
M,31,2757.74,Low,Working,Drivers,Semi-Urban,43580.71,355.64,Y,Y,1.0,627.16,0,Inactive,921,2757.74,2,Rural,1,74364.36,0.0
F,44,2461.42,Low,Working,Sales staff,Rural,80948.68,334.57,N,Y,4.0,764.92,1,Active,735,2461.42,2,Semi-Urban,1,114895.84,56664.08
M,31,1903.93,Low,Working,Laborers,Semi-Urban,12845.17,97.69,N,Y,4.0,754.57,1,Unpossessed,882,1903.93,3,Semi-Urban,0,16254.24,0.0
M,56,2819.71,Low,Working,Laborers,Rural,81955.97,311.89,Y,Y,2.0,680.41,0,Unpossessed,331,2819.71,2,Urban,1,149134.84,57369.18
F,18,3241.07,Low,Working,High skill tech staff,Semi-Urban,98463.38,308.07,Y,Y,2.0,832.87,0,Inactive,606,3241.07,3,Urban,0,112522.84,0.0
M,55,2520.08,Low,Working,Drivers,Semi-Urban,79939.04,599.82,Y,Y,2.0,734.85,0,Unpossessed,930,2520.08,3,Semi-Urban,1,97243.3,51960.38
M,18,4329.62,Low,Working,Medicine staff,Semi-Urban,160974.49,590.98,Y,Y,2.0,805.96,1,Active,59,4329.62,3,Rural,1,226781.23,128779.59
F,52,3045.44,Low,Commercial associate,Cooking staff,Semi-Urban,154526.66,542.65,N,Y,2.0,646.83,0,Unpossessed,957,3045.44,2,Rural,1,199441.01,0.0
M,37,1867.19,Low,State servant,Medicine staff,Semi-Urban,77045.21,442.4,Y,Y,2.0,617.96,0,Active,299,1867.19,2,Semi-Urban,1,115739.15,0.0
F,40,3252.04,Low,Commercial associate,Core staff,Semi-Urban,152887.83,848.01,N,Y,2.0,797.47,0,Unpossessed,317,3252.04,1,Rural,1,254529.33,114665.87
F,63,3356.41,Low,Commercial associate,Managers,Semi-Urban,147945.77,471.4,Y,Y,2.0,843.89,0,Unpossessed,727,3356.41,1,Semi-Urban,1,189222.59,0.0
F,25,1868.88,Low,Working,Low-skill Laborers,Semi-Urban,128682.09,467.89,N,Y,3.0,674.32,0,Active,915,1868.88,2,Rural,1,150714.94,83643.36
M,27,2326.24,Low,Commercial associate,Core staff,Semi-Urban,51614.54,268.29,Y,Y,3.0,684.68,0,Active,460,2326.24,4,Rural,1,87717.92,33549.45
F,55,3346.91,Low,Commercial associate,Laborers,Urban,36577.88,203.35,Y,N,2.0,762.71,0,Unpossessed,825,3346.91,2,Semi-Urban,1,61594.63,0.0
M,51,938.91,Low,Working,Sales staff,Semi-Urban,8599.83,74.31,N,Y,2.0,734.7,0,Inactive,902,938.91,1,Semi-Urban,1,15835.62,5589.89
F,50,1036.34,Low,Commercial associate,Laborers,Rural,64265.48,302.62,Y,N,2.0,709.99,1,Active,941,1036.34,1,Rural,1,85470.76,44985.84
F,42,11308.31,Low,Working,Managers,Rural,256916.01,1417.54,Y,Y,1.0,865.02,0,Unpossessed,110,11308.31,2,Semi-Urban,0,366310.12,205532.81
F,47,3969.21,Low,Working,Sales staff,Semi-Urban,107943.59,778.74,Y,Y,2.0,788.36,0,Inactive,318,3969.21,4,Semi-Urban,1,145855.21,75560.51
M,23,1572.65,Low,Working,Laborers,Semi-Urban,45178.92,217.72,Y,Y,2.0,680.58,1,Unpossessed,842,1572.65,4,Rural,1,78751.79,29366.3
F,24,1737.03,Low,Working,Sales staff,Semi-Urban,189808.56,607.47,N,Y,3.0,641.22,0,Unpossessed,754,1737.03,4,Semi-Urban,1,318594.89,0.0
F,50,1496.41,Low,Working,Laborers,Rural,78534.4,357.3,N,Y,4.0,626.33,0,Unpossessed,384,1496.41,4,Urban,0,117704.42,0.0
M,20,1592.12,Low,Working,Laborers,Semi-Urban,70173.52,336.15,N,Y,1.0,811.22,0,Unpossessed,197,1592.12,3,Semi-Urban,1,90158.96,56138.82
F,18,2258.26,Low,Commercial associate,Sales staff,Semi-Urban,79737.84,619.52,N,Y,2.0,728.44,0,Unpossessed,875,2258.26,2,Semi-Urban,1,121626.42,51829.6
M,33,3102.67,Low,State servant,Laborers,Semi-Urban,33160.1,345.85,N,Y,2.0,805.91,0,Active,929,3102.67,1,Urban,1,54309.7,24870.07
F,24,1393.39,Low,Commercial associate,Core staff,Semi-Urban,74565.43,271.47,Y,N,2.0,789.24,1,Unpossessed,611,1393.39,1,Semi-Urban,0,139128.47,0.0
M,22,2340.59,Low,Working,Accountants,Semi-Urban,77001.35,402.29,N,N,2.0,717.82,0,Unpossessed,759,2340.59,1,Semi-Urban,1,116340.69,53900.94
F,53,1044.04,Low,Working,Laborers,Semi-Urban,88164.78,467.67,N,N,4.0,699.1,0,Active,897,1044.04,1,Semi-Urban,1,115022.48,61715.35
F,34,979.35,Low,Working,Sales staff,Rural,33214.32,278.65,Y,Y,4.0,688.74,0,Active,956,979.35,2,Semi-Urban,1,57439.61,21589.31
M,18,1734.75,Low,Working,Laborers,Semi-Urban,58881.62,286.66,N,Y,2.0,732.74,0,Active,282,1734.75,1,Rural,1,98101.32,38273.05
F,35,2046.7,Low,Commercial associate,Laborers,Semi-Urban,70465.91,740.82,N,N,2.0,805.54,0,Inactive,59,2046.7,3,Rural,1,88446.17,49326.14
M,37,1224.88,Low,Working,Laborers,Semi-Urban,20141.39,105.72,N,Y,4.0,657.08,0,Unpossessed,527,1224.88,2,Semi-Urban,0,28623.65,0.0
F,37,2111.81,Low,Commercial associate,Core staff,Semi-Urban,16809.17,185.84,N,N,4.0,673.74,0,Unpossessed,401,2111.81,1,Urban,0,26718.95,0.0
F,60,1691.38,Low,Working,Laborers,Rural,65658.49,338.65,N,Y,1.0,608.38,1,Inactive,290,1691.38,2,Semi-Urban,1,82148.76,0.0
M,18,3107.98,Low,Working,Security staff,Semi-Urban,30617.67,264.71,Y,N,1.0,801.78,1,Inactive,130,3107.98,3,Urban,1,57716.92,24494.14
F,52,1647.82,Low,Working,Medicine staff,Semi-Urban,27812.64,153.12,N,Y,3.0,759.22,0,Unpossessed,987,1647.82,2,Semi-Urban,0,49874.04,0.0
F,19,3685.67,Low,Commercial associate,Drivers,Semi-Urban,121730.53,697.17,N,N,4.0,744.79,1,Inactive,101,3685.67,1,Urban,1,168253.09,85211.37
M,28,4346.03,Low,Commercial associate,Accountants,Semi-Urban,191350.82,959.9,N,Y,2.0,843.0,0,Inactive,235,4346.03,3,Rural,1,290879.65,0.0
M,36,2873.86,Low,State servant,Core staff,Rural,98085.39,469.23,Y,N,4.0,645.57,0,Unpossessed,269,2873.86,2,Urban,0,112057.59,0.0
M,35,2940.58,Low,Working,Security staff,Semi-Urban,117250.65,395.07,Y,N,2.0,836.67,0,Inactive,23,2940.58,1,Semi-Urban,1,148355.8,0.0
M,34,3879.18,Low,Commercial associate,Core staff,Semi-Urban,85300.77,490.52,Y,Y,3.0,817.37,0,Active,479,3879.18,4,Semi-Urban,1,109811.79,0.0
F,50,3308.77,Low,Working,Laborers,Rural,71810.93,371.06,N,Y,4.0,683.66,0,Unpossessed,657,3308.77,3,Semi-Urban,1,110378.45,50267.65
M,18,3038.22,Low,Commercial associate,High skill tech staff,Urban,229552.9,681.02,N,Y,2.0,849.88,0,Unpossessed,384,3038.22,4,Urban,1,406429.27,172164.68
F,42,4845.17,Low,Working,Managers,Semi-Urban,96917.08,475.09,N,Y,3.0,815.93,0,Active,650,4845.17,2,Semi-Urban,1,163703.49,77533.66
M,27,2763.64,Low,Working,Drivers,Rural,129358.89,681.02,N,N,2.0,653.9,0,Unpossessed,464,2763.64,3,Urban,0,156055.91,0.0
M,28,1379.92,Low,Commercial associate,Sales staff,Rural,92265.65,287.15,N,N,2.0,855.76,0,Inactive,487,1379.92,2,Semi-Urban,1,150213.42,73812.52
F,42,3379.36,Low,State servant,Core staff,Semi-Urban,241490.71,735.65,N,Y,2.0,739.09,0,Active,315,3379.36,3,Rural,1,267776.94,156968.96
M,18,1740.74,Low,State servant,Medicine staff,Semi-Urban,121403.17,391.08,N,N,3.0,747.24,0,Inactive,696,1740.74,4,Urban,1,153989.82,78912.06
M,55,3670.36,Low,Working,Managers,Semi-Urban,199228.33,571.75,Y,N,4.0,794.79,0,Unpossessed,646,3670.36,4,Semi-Urban,1,278914.48,0.0
M,29,1827.06,Low,Commercial associate,Core staff,Semi-Urban,34038.64,255.91,Y,Y,2.0,639.67,1,Unpossessed,876,1827.06,2,Urban,0,59481.52,0.0
F,46,2898.62,Low,State servant,Medicine staff,Rural,141926.85,741.07,N,Y,3.0,630.58,0,Unpossessed,403,2898.62,3,Semi-Urban,0,268353.8,0.0
